"","MD1-R-EB","MD2-R-EB","MD3-R-EB","MD4-R-EB","MD5-R-EB","MD6-R-EB","MD7-R-EB","MD8-R-EB","MD9-R-EB","MD10-R-EB","MD11-R-EB","MD12-R-EB"
"Snhg3",843,1042,963,804,1233,418,1057,1037,850,768,607,491
"Snhg4",849,1157,1058,873,1182,430,827,945,865,856,561,471
"Snhg5",2716,3626,3058,2390,3809,1594,3106,3333,2476,2597,2460,2055
"Snhg6",569,860,730,576,998,478,785,938,803,935,848,837
"Snhg7",375,508,476,410,780,331,603,774,576,618,564,483
"Snhg8",510,1008,828,634,1153,400,848,876,743,757,582,533
"Snhg9",22,27,19,19,40,12,28,17,22,21,17,13
"Snip1",899,1181,964,724,1310,632,1199,1299,950,921,1079,1119
"Snn",272,371,331,221,1131,544,906,950,1592,1561,1468,1664
"Snora15",22,14,20,7,15,6,14,16,14,15,8,5
"Snora16a",60,90,102,64,105,32,113,100,71,74,45,39
"Snora17",93,141,105,73,174,81,189,192,111,112,147,120
"Snora19",0,0,0,0,0,0,0,0,0,0,0,0
"Snora20",9,5,7,5,10,4,13,6,2,5,10,5
"Snora21",27,57,49,31,61,31,57,73,39,64,34,34
"Snora23",53,54,52,35,80,36,45,82,47,55,33,24
"Snora24",0,0,0,0,0,0,0,0,0,0,0,0
"Snora26",0,0,0,0,0,0,0,0,0,0,0,0
"Snora28",40,34,37,28,82,42,60,87,39,51,23,40
"Snora2b",13,13,12,8,20,13,21,25,17,20,5,6
"Snora3",68,43,61,59,86,32,74,113,41,48,53,27
"Snora30",6,7,3,1,10,4,12,12,5,8,3,1
"Snora31",86,88,108,90,207,53,182,216,152,136,130,113
"Snora33",109,124,116,107,201,65,150,139,107,85,49,33
"Snora34",0,2,4,2,0,0,1,0,1,1,0,3
"Snora35",0,0,0,0,0,0,1,0,0,0,1,0
"Snora36b",0,0,0,0,0,0,0,0,0,0,0,1
"Snora41",51,57,68,46,113,30,82,89,57,60,47,23
"Snora43",34,44,49,30,80,27,60,56,53,42,41,39
"Snora44",32,44,50,38,72,24,49,47,40,35,23,27
"Snora47",7,11,12,5,7,4,12,20,19,27,21,10
"Snora52",70,87,81,63,107,42,130,143,75,83,108,99
"Snora5c",12,12,13,15,21,18,18,29,20,15,20,14
"Snora61",104,199,191,149,262,81,215,212,160,158,174,116
"Snora62",45,47,69,40,78,22,52,79,34,34,57,48
"Snora64",29,72,53,42,75,34,54,68,47,27,23,27
"Snora65",125,202,130,128,205,81,174,199,167,172,269,187
"Snora68",83,181,134,98,243,95,203,213,159,137,193,97
"Snora69",18,20,18,19,26,6,19,26,17,17,11,9
"Snora70",33,40,47,42,73,39,56,64,51,40,36,47
"Snora74a",111,187,188,135,207,68,158,191,127,143,148,73
